Time,GPS_Nsat
105.5,15
105.6,15
105.7,15
105.8,15
105.9,15
106,15
106.1,15
106.2,15
106.3,15
106.4,15
106.5,15
106.6,15
106.7,15
106.8,15
106.9,15
107,15
107.1,15
107.2,15
107.3,15
107.4,15
107.5,15
107.6,15
107.7,15
107.8,15
107.9,15
108,15
108.1,15
108.2,15
108.3,15
108.4,15
108.5,15
108.6,15
108.7,15
108.8,15
108.9,15
109,15
109.1,15
109.2,15
109.3,15
109.4,15
109.5,15
109.6,15
109.7,15
109.8,15
109.9,15
110,15
110.1,15
110.2,15
110.3,15
110.4,15
110.5,15
110.6,15
110.7,15
110.8,15
110.9,15
111,16
111.1,16
111.2,16
111.3,16
111.4,16
111.5,16
111.6,16
111.7,16
111.8,16
111.9,16
112,16
112.1,16
112.2,16
112.3,16
112.4,16
112.5,16
112.6,16
112.7,16
112.8,16
112.9,16
113,16
113.1,16
113.2,16
113.3,16
113.4,16
113.5,16
113.6,16
113.7,16
113.8,16
113.9,16
114,16
114.1,16
114.2,16
114.3,16
114.4,15
114.5,15
114.6,15
114.7,15
114.8,15
114.9,15
115,15
115.1,15
115.2,15
115.3,15
115.4,15
115.5,15
115.6,15
115.7,15
115.8,15
115.9,15
116,15
116.1,15
116.2,15
116.3,15
116.4,15
116.5,15
116.6,15
116.7,15
116.8,15
116.9,15
117,15
117.1,15
117.2,15
117.3,15
117.4,15
117.5,15
117.6,15
117.7,15
117.8,15
117.9,15
118,15
118.1,15
118.2,15
118.3,15
118.4,16
118.5,16
118.6,16
118.7,16
118.8,16
118.9,15
119,16
119.1,16
119.2,16
119.3,16
119.4,16
119.5,16
119.6,16
119.7,15
119.8,15
119.9,15
120,15
120.1,15
120.2,15
120.3,15
120.4,15
120.5,15
120.6,15
120.7,15
120.8,15
120.9,16
121,16
121.1,15
121.2,16
121.3,16
121.4,16
121.5,16
121.6,16
121.7,16
121.8,16
121.9,16
122,16
122.1,16
122.2,16
122.3,16
122.4,16
122.5,16
122.6,16
122.7,16
122.8,16
122.9,16
123,16
123.1,16
123.2,16
123.3,16
123.4,16
123.5,16
123.6,16
123.7,16
123.8,16
123.9,16
124,16
124.1,16
124.2,16
124.3,16
124.4,16
124.5,16
124.6,16
124.7,16
124.8,16
124.9,16
125,15
125.1,15
125.2,16
125.3,16
125.4,16
125.5,16
125.6,16
125.7,16
125.8,16
125.9,16
126,16
126.1,16
126.2,16
126.3,16
126.4,16
126.5,16
126.6,16
126.7,16
126.8,16
126.9,16
127,16
127.1,16
127.2,16
127.3,16
127.4,16
127.5,16
127.6,16
127.7,16
127.8,16
127.9,16
128,16
128.1,16
128.2,16
128.3,16
128.4,16
128.5,16
128.6,16
128.7,16
128.8,16
128.9,16
129,16
129.1,16
129.2,16
129.3,16
129.4,16
129.5,16
129.6,16
129.7,16
129.8,16
129.9,16
130,16
130.1,16
130.2,16
130.3,16
130.4,16
130.5,16
130.6,16
130.7,16
130.8,16
130.9,16
131,16
131.1,16
131.2,16
131.3,16
131.4,16
131.5,16
131.6,16
131.7,16
131.8,16
131.9,16
132,16
132.1,16
132.2,16
132.3,16
132.4,16
132.5,16
132.6,16
132.7,16
132.8,16
132.9,16
133,16
133.1,16
133.2,16
133.3,16
133.4,16
133.5,15
133.6,15
133.7,15
133.8,15
133.9,16
134,16
134.1,15
134.2,16
134.3,16
134.4,16
134.5,15
134.6,15
134.7,15
134.8,15
134.9,15
135,15
135.1,15
135.2,16
